Comunidades y Ciudades Autónomas;Tipo de equipamiento;periodo;Total
Melilla;Viviendas con conexión de Banda Ancha;2017;78,9
Melilla;Viviendas con conexión de Banda Ancha;2016;85,0
Melilla;Viviendas con conexión de Banda Ancha;2015;78,5
Melilla;Viviendas con conexión de Banda Ancha;2014;81,8
Melilla;Viviendas con conexión de Banda Ancha;2013;64,6
Melilla;Viviendas con conexión de Banda Ancha;2012;64,5
Melilla;Viviendas con conexión de Banda Ancha;2011;59,8
Melilla;Viviendas con conexión de Banda Ancha;2010;67,1
Melilla;Viviendas con conexión de Banda Ancha;2009;51,0
Melilla;Viviendas con conexión de Banda Ancha;2008;46,6
Melilla;Viviendas con conexión de Banda Ancha;2007;46,7
Melilla;Viviendas con conexión de Banda Ancha;2006;38,4
Melilla;Viviendas con  teléfono fijo;2021;62,8
Melilla;Viviendas con  teléfono fijo;2020;65,8
Melilla;Viviendas con  teléfono fijo;2019;73,3
Melilla;Viviendas con  teléfono fijo;2018;70,7
Melilla;Viviendas con  teléfono fijo;2017;74,1
Melilla;Viviendas con  teléfono fijo;2016;70,6
Melilla;Viviendas con  teléfono fijo;2015;65,2
Melilla;Viviendas con  teléfono fijo;2014;64,9
Melilla;Viviendas con  teléfono fijo;2013;60,6
Melilla;Viviendas con  teléfono fijo;2012;70,5
Melilla;Viviendas con  teléfono fijo;2011;65,9
Melilla;Viviendas con  teléfono fijo;2010;71,0
Melilla;Viviendas con  teléfono fijo;2009;67,1
Melilla;Viviendas con  teléfono fijo;2008;71,0
Melilla;Viviendas con  teléfono fijo;2007;72,0
Melilla;Viviendas con  teléfono fijo;2006;72,3
Melilla;Viviendas con  teléfono móvil;2021;100,0
Melilla;Viviendas con  teléfono móvil;2020;100,0
Melilla;Viviendas con  teléfono móvil;2019;100,0
Melilla;Viviendas con  teléfono móvil;2018;98,2
Melilla;Viviendas con  teléfono móvil;2017;98,1
Melilla;Viviendas con  teléfono móvil;2016;96,5
Melilla;Viviendas con  teléfono móvil;2015;97,5
Melilla;Viviendas con  teléfono móvil;2014;100,0
Melilla;Viviendas con  teléfono móvil;2013;97,3
Melilla;Viviendas con  teléfono móvil;2012;91,0
Melilla;Viviendas con  teléfono móvil;2011;100,0
Melilla;Viviendas con  teléfono móvil;2010;90,5
Melilla;Viviendas con  teléfono móvil;2009;96,8
Melilla;Viviendas con  teléfono móvil;2008;93,5
Melilla;Viviendas con  teléfono móvil;2007;92,6
Melilla;Viviendas con  teléfono móvil;2006;84,4
